Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-SGGDE383,Cloud CDN,202.9644,GB,asia-southeast1,65.39,96.46,39527760122,45152662232.0,2024-09-08 02:43:00,2024-12-08 01:39:00,2.17,440.43,440,36520
res-09E1SUAC,Cloud VPN,766.1311,Requests,europe-west3,30.35,94.56,36366480544,40273228745.0,2024-09-08 02:47:00,,8.48,6496.79,6497,539251
res-AHNBC1V6,Cloud Endpoints,388.7474,GB,europe-north1,72.75,57.96,93325878549,100975000000.0,2024-09-08 03:54:00,,2.03,789.16,789,65487
res-YJD6C3D4,Kubernetes Engine,133.9833,Hours,northamerica-northeast1,48.01,77.78,86808016202,96487241274.0,2024-09-08 04:02:00,,4.8,643.12,643,53369
res-7LLUZT3G,Cloud Endpoints,958.0251,GB,europe-north1,21.58,24.91,14507368142,14799300079.0,2024-09-08 07:10:00,2024-11-08 00:09:00,8.34,7989.93,7990,663170
res-9DDBUWHQ,Kubernetes Engine,25.5,Hours,asia-southeast1,62.01,87.4,28455636699,36029218777.0,2024-09-08 07:48:00,2024-10-08 09:18:00,4.24,108.12,108,8964
res-ALXOYSRK,Cloud Data Fusion,11.9494,Requests,southamerica-east1,94.02,16.06,76472318775,81965940657.0,2024-09-08 10:19:00,,7.2,86.04,86,7138
res-RNNS13FP,Compute Engine,61.4833,Hours,australia-southeast1,73.77,16.96,60202055264,68337416384.0,2024-09-08 10:49:00,2024-12-08 00:18:00,3.98,244.7,245,20335
res-4TBQH6B1,BigQuery,357.5289,Requests,asia-northeast1,19.36,40.14,10886501175,20627001344.0,2024-09-08 11:18:00,,2.43,868.8,869,72127
res-LBZMB3VM,Cloud Endpoints,323.6305,GB,asia-east1,85.01,78.84,84496301651,85421901662.0,2024-09-08 12:31:00,2024-12-08 05:46:00,5.99,1938.55,1939,160937
res-XCONMZ4R,Cloud SQL,754.5171,Requests,asia-southeast1,41.13,18.29,80156463931,83917965863.0,2024-09-08 15:30:00,2024-12-08 04:40:00,4.34,3274.6,3275,271825
res-170DHBTE,Kubernetes Engine,114.5333,Hours,australia-southeast1,87.12,52.29,34053044273,34139736566.0,2024-09-08 20:25:00,,5.14,588.7,589,48887
res-100J1BTT,Cloud Build,568.3773,GB,europe-west1,8.79,52.74,13537126855,16002647625.0,2024-09-08 23:43:00,2024-12-08 06:08:00,5.71,3245.43,3245,269335
res-Q845DRSP,Cloud CDN,502.9505,Requests,asia-southeast1,87.46,31.97,9878243182,10546174477.0,2024-10-07 00:12:00,2024-12-07 11:39:00,5.53,2781.32,2781,230823
res-PAQEKYLT,Container Registry,755.6246,GB,europe-west1,40.49,63.72,94863560207,102431000000.0,2024-10-07 00:19:00,,7.33,5538.73,5539,459737
res-L5LC38CL,AI Platform,32.3167,Hours,us-central1,76.49,69.71,33326456106,38389861466.0,2024-10-07 01:36:00,2024-11-07 09:55:00,1.71,55.26,55,4565
res-1C1MLL0U,Firestore,98.5522,Requests,asia-northeast1,38.11,0.95,27363451299,35833738864.0,2024-10-07 02:26:00,2024-12-07 07:00:00,7.37,726.33,726,60258
res-D79LIUCM,Cloud Endpoints,839.2951,Requests,australia-southeast1,13.28,86.26,99716836901,100070000000.0,2024-10-07 03:33:00,,6.07,5094.52,5095,422885
res-LYT5L04L,Cloud Dataproc,249.2844,Requests,northamerica-northeast1,45.3,34.28,15861339674,19799823950.0,2024-10-07 03:58:00,2024-11-07 16:23:00,3.53,879.97,880,73040
res-9QO2FLXN,Cloud Data Fusion,609.1028,Requests,europe-west1,75.94,56.56,95693307169,103599000000.0,2024-10-07 04:21:00,2024-11-07 23:14:00,7.19,4379.45,4379,363457
res-QF6RILJO,Cloud Spanner,419.7062,GB,asia-southeast1,57.85,68.46,80869010194,88465873107.0,2024-10-07 05:31:00,,9.1,3819.33,3819,316977
res-N1V5L3PF,Cloud VPN,804.0664,GB,northamerica-northeast1,75.7,97.66,77064605414,81678867817.0,2024-10-07 07:36:00,,4.28,3441.4,3441,285603
res-Q1HJ9CE1,Cloud SQL,829.9321,GB,asia-northeast1,95.97,44.27,12624630979,14756357058.0,2024-10-07 08:31:00,,7.56,6274.29,6274,520742
res-HL2D36SZ,Cloud Build,31.2755,Requests,europe-north1,22.99,75.22,65622960511,66341293879.0,2024-10-07 08:55:00,,3.65,114.16,114,9462
res-1KB82DYG,Pub/Sub,517.2012,GB,australia-southeast1,51.35,48.91,88995413371,94138735210.0,2024-10-07 09:36:00,2024-11-07 13:39:00,7.47,3863.49,3863,320629
res-FGBS0WGH,Cloud Build,549.3916,GB,northamerica-northeast1,12.45,61.62,20227287540,27147217840.0,2024-10-07 10:15:00,,6.11,3356.78,3357,278631
res-R6V5BB2L,Cloud Load Balancing,805.2556,Requests,northamerica-northeast1,1.32,59.95,10002349370,18870602491.0,2024-10-07 11:03:00,,8.36,6731.94,6732,558756
res-PVXWL5C0,Dataflow,86.9833,Hours,us-central1,95.91,89.27,70761031842,79512127244.0,2024-10-07 12:05:00,,7.63,663.68,664,55112
res-P3JCTDOS,AI Platform,28.6667,Hours,europe-west1,23.39,56.76,78184512938,86307836887.0,2024-10-07 13:02:00,2024-11-07 17:42:00,8.07,231.34,231,19173
res-GTEJU4UK,Cloud NAT,238.7864,Requests,northamerica-northeast1,5.93,62.48,57070039373,58938060747.0,2024-10-07 13:30:00,,8.27,1974.76,1975,163925
res-0XF3LPGM,Cloud SQL,931.8438,GB,southamerica-east1,38.82,30.39,87922833079,97539696374.0,2024-10-07 16:07:00,,6.22,5796.07,5796,481068
res-4N1DTK2I,BigQuery,528.3413,Requests,us-east1,0.05,75.85,37307285450,40101055025.0,2024-10-07 17:13:00,,9.16,4839.61,4840,401720
res-OXE22REJ,Cloud Endpoints,295.4871,Requests,asia-east1,38.52,27.02,3592743618,7584104509.0,2024-10-07 17:18:00,2024-12-07 06:23:00,3.76,1111.03,1111,92213
res-O31OVWGU,Cloud Spanner,479.4566,Requests,us-central1,49.46,31.14,2200590863,5869948955.0,2024-10-07 17:49:00,2024-12-07 07:36:00,5.7,2732.9,2733,226839
res-WYVJMQ5V,Cloud Endpoints,177.7278,GB,southamerica-east1,40.15,7.95,92640197584,92794051251.0,2024-10-07 18:36:00,2024-12-07 10:07:00,6.65,1181.89,1182,98106
res-Z20WG5ZX,Container Registry,797.4945,Requests,europe-north1,65.91,16.06,92687205187,97209143636.0,2024-10-07 18:39:00,,7.3,5821.71,5822,483226
res-MD82YFPZ,Kubernetes Engine,31.2833,Hours,asia-east1,94.2,76.15,30211701461,34831933503.0,2024-10-07 20:29:00,2024-12-07 03:46:00,7.86,245.89,246,20418
res-TDYG7ESV,Cloud NAT,306.7861,GB,europe-north1,19.59,95.71,98160908124,106232000000.0,2024-10-07 23:15:00,2024-12-07 02:51:00,8.51,2610.75,2611,216713
res-8VF7SQNS,Cloud VPN,77.1615,Requests,europe-west1,14.81,29.94,9666482890,12995923970.0,2024-10-07 23:29:00,,8.18,631.18,631,52373
res-US4RKQ3B,Cloud SQL,438.1467,Requests,us-east1,80.25,53.74,66205049163,75089217569.0,2024-10-08 00:14:00,,2.69,1178.61,1179,97857
res-67NUV63U,Pub/Sub,881.6954,GB,europe-north1,29.61,41.17,52142857257,54045175891.0,2024-10-08 02:40:00,,8.63,7609.03,7609,631547
res-8ZPK23NO,Kubernetes Engine,109.6333,Hours,us-west1,97.05,97.65,61917587897,67635412141.0,2024-10-08 03:36:00,,7.78,852.95,853,70799
res-S0A3I6KB,Cloud CDN,226.5132,Requests,us-central1,54.61,56.86,63126220369,67059945319.0,2024-10-08 04:48:00,,5.25,1189.19,1189,98687
res-RY520DKS,Cloud Armor,255.9859,GB,northamerica-northeast1,18.18,17.51,68083241730,70085717043.0,2024-10-08 04:58:00,2024-12-08 02:34:00,3.26,834.51,835,69305
res-1GXD61J7,Cloud Data Fusion,153.8323,GB,southamerica-east1,34.89,39.97,88229925390,93405272504.0,2024-10-08 05:23:00,,7.86,1209.12,1209,100347
